TARGET_CLM_FLAG,TARGET_CLM_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,NPOLICY,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1,5126,3,43,3,0,0,No,0,Yes,M,d_High School,Student,28,Private,5700,1,4,Pickup,no,0,0,No,3,1,Highly Urban/ Urban
0,,0,44,3,15,29502,No,141516,Yes,F,e_No_High School,Clerical,30,Private,28750,4,1,Minivan,no,37130,1,No,2,2,Highly Urban/ Urban
0,,0,46,0,11,132292,No,386835,Yes,F,c_Bachelors,Manager,43,Private,31010,10,2,Pickup,no,0,0,No,3,1,Highly Urban/ Urban
0,,0,47,0,8,63752,No,0,No,F,c_Bachelors,Blue Collar,49,Private,9550,1,2,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,48,0,7,55962,No,0,No,M,c_Bachelors,Clerical,21,Private,6400,4,2,Pickup,no,0,0,No,1,9,Highly Rural/ Rural
0,,2,41,3,,29829,No,82793,Yes,F,e_No_High School,Clerical,42,Private,16860,6,1,SUV,no,0,0,No,0,5,Highly Rural/ Rural
0,,0,50,0,0,0,No,0,No,M,d_High School,Student,29,Private,14870,1,5,Minivan,no,0,0,No,1,5,Highly Urban/ Urban
1,3561,0,51,1,18,30531,No,122736,Yes,F,d_High School,Blue Collar,48,Commercial,15470,1,3,SUV,no,4874,3,No,5,1,Highly Urban/ Urban
0,,0,30,2,,26226,No,165178,Yes,F,d_High School,Clerical,68,Private,4120,1,2,Sports Car,no,5833,1,No,0,1,Highly Rural/ Rural
1,1651,0,58,0,14,2724,No,0,No,F,e_No_High School,Student,53,Private,15220,6,1,SUV,no,20511,1,Yes,0,1,Highly Urban/ Urban
0,,0,49,0,10,73241,No,0,No,M,b_Masters,,36,Commercial,6400,4,2,Pickup,yes,5198,3,No,1,15,Highly Urban/ Urban
0,,0,27,2,,11882,No,0,Yes,F,d_High School,Student,39,Private,32510,1,1,Pickup,no,10780,2,No,1,8,Highly Urban/ Urban
0,,1,40,1,12,100957,Yes,340404,No,M,c_Bachelors,Blue Collar,45,Commercial,16650,4,2,Van,yes,0,0,No,0,11,Highly Rural/ Rural
0,,0,39,0,12,29149,No,140253,Yes,M,d_High School,Clerical,34,Private,8310,17,1,Pickup,no,0,0,No,3,1,Highly Urban/ Urban
0,,0,54,0,13,,No,,Yes,M,b_Masters,,24,Commercial,7880,7,1,Pickup,no,5203,1,No,4,16,Highly Urban/ Urban
0,,0,48,0,14,50201,No,169828,Yes,M,d_High School,Manager,24,Commercial,29670,1,2,Panel Truck,yes,5053,3,No,4,1,Highly Urban/ Urban
0,,0,51,0,13,37040,No,0,No,F,e_No_High School,Clerical,25,Private,10010,6,3,Minivan,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,50,0,10,77214,No,0,No,F,c_Bachelors,Professional,46,Private,9220,3,2,SUV,no,2657,2,No,0,7,Highly Urban/ Urban
0,,0,46,0,12,45237,No,184819,Yes,F,e_No_High School,Blue Collar,29,Private,10620,1,1,Sports Car,no,3624,3,No,2,1,Highly Urban/ Urban
0,,0,46,0,11,45300,No,152064,Yes,M,d_High School,Blue Collar,28,Commercial,6030,13,2,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
0,,0,52,0,13,32967,No,0,No,M,b_Masters,Lawyer,20,Private,6700,4,1,Pickup,yes,4663,2,No,1,14,Highly Urban/ Urban
0,,0,51,1,11,66501,No,197809,Yes,F,c_Bachelors,Professional,42,Commercial,13250,1,1,Pickup,no,7049,2,No,7,14,Highly Urban/ Urban
0,,0,40,2,14,23095,No,140824,Yes,F,e_No_High School,Clerical,19,Private,7810,1,1,Minivan,no,5128,2,No,1,,Highly Urban/ Urban
0,,0,47,0,12,189392,No,453142,Yes,M,a_PhD,Doctor,51,Private,10850,9,2,SUV,no,0,0,No,0,11,Highly Urban/ Urban
1,4903,0,47,0,14,19779,No,96107,No,M,e_No_High School,Blue Collar,50,Commercial,25250,4,3,Panel Truck,yes,0,0,No,2,1,Highly Rural/ Rural
1,5052,0,37,0,12,33236,No,165820,No,M,e_No_High School,Clerical,49,Private,5200,1,2,Minivan,yes,1020,1,No,4,1,Highly Urban/ Urban
1,1463,1,43,2,0,0,No,94377,Yes,F,d_High School,Home Maker,47,Private,11190,4,4,SUV,no,0,0,No,0,,Highly Urban/ Urban
0,,0,50,0,,120424,No,315565,Yes,M,c_Bachelors,Professional,37,Commercial,33030,6,1,Panel Truck,yes,0,0,No,0,13,Highly Rural/ Rural
1,6093,0,46,0,0,,No,0,No,F,d_High School,Student,43,Commercial,21280,3,3,Pickup,no,9303,2,No,1,8,Highly Urban/ Urban
1,1760,1,36,1,8,90886,Yes,0,No,F,b_Masters,Lawyer,46,Private,30790,1,2,Pickup,no,11692,1,No,1,17,Highly Urban/ Urban
0,,0,51,0,0,0,No,0,Yes,F,e_No_High School,Student,10,Private,16180,7,1,SUV,no,0,0,No,0,6,Highly Urban/ Urban
0,,0,37,0,11,135691,No,0,No,M,b_Masters,Professional,29,Private,14920,1,2,Minivan,yes,0,0,Yes,0,23,Highly Urban/ Urban
0,,0,47,0,12,55019,No,206801,Yes,F,c_Bachelors,Professional,51,Private,18110,4,2,SUV,no,9085,2,No,1,9,Highly Urban/ Urban
0,,0,46,0,5,133912,No,0,No,M,b_Masters,Lawyer,19,Private,14890,13,3,Minivan,yes,0,0,No,0,14,Highly Urban/ Urban
1,2413,1,38,3,14,82527,Yes,0,No,M,c_Bachelors,Blue Collar,36,Commercial,22560,4,1,Panel Truck,no,0,0,Yes,2,10,Highly Urban/ Urban
1,4997,1,72,2,18,27625,No,162415,Yes,F,e_No_High School,Clerical,32,Private,18960,6,1,Sports Car,no,8571,1,No,8,1,Highly Urban/ Urban
1,2912,0,51,0,12,,No,142894,Yes,F,d_High School,Clerical,18,Private,14620,6,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,,2,42,2,12,110240,No,278571,Yes,M,e_No_High School,Blue Collar,46,Commercial,16720,4,2,Van,no,4925,1,No,3,6,Highly Urban/ Urban
0,,0,44,0,0,0,No,83523,No,F,d_High School,Home Maker,72,Private,20230,1,1,Minivan,no,0,0,No,0,8,Highly Rural/ Rural
0,,1,38,3,0,0,No,0,Yes,F,e_No_High School,Student,32,Private,5340,14,1,SUV,no,5290,1,No,0,4,Highly Rural/ Rural
1,224,0,33,2,9,31675,No,159621,Yes,F,d_High School,Blue Collar,25,Commercial,4800,4,2,SUV,no,0,0,Yes,0,,Highly Urban/ Urban
0,,0,31,2,11,93703,No,257486,Yes,F,d_High School,Blue Collar,5,Commercial,29620,1,2,Pickup,no,0,0,No,0,1,Highly Rural/ Rural
0,,1,45,3,15,79586,No,,Yes,F,b_Masters,Lawyer,5,Private,13960,1,2,SUV,no,5006,3,No,0,13,Highly Urban/ Urban
0,,0,52,0,11,189038,No,0,No,F,a_PhD,,32,Commercial,35980,4,1,Pickup,no,8292,3,No,0,12,Highly Urban/ Urban
0,,0,47,0,10,70241,No,190629,Yes,M,c_Bachelors,Manager,52,Private,15670,1,1,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban
1,2288,0,38,0,10,44809,No,0,No,F,e_No_High School,Blue Collar,26,Private,9780,6,3,SUV,no,0,0,No,0,8,Highly Urban/ Urban
0,,0,42,1,14,84250,No,270583,Yes,F,c_Bachelors,Blue Collar,30,Commercial,14130,10,3,SUV,no,6240,1,No,1,1,Highly Urban/ Urban
0,,0,56,0,,98830,No,313286,Yes,F,c_Bachelors,Manager,28,Private,11380,13,1,Sports Car,no,0,0,No,0,14,Highly Urban/ Urban
0,,0,47,0,8,76134,No,218823,Yes,M,c_Bachelors,Professional,22,Private,37580,9,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,,1,40,3,17,27204,No,170218,Yes,M,d_High School,Clerical,66,Private,10700,10,7,Minivan,no,0,0,No,1,1,Highly Rural/ Rural
0,,0,43,0,11,11500,No,0,Yes,M,d_High School,Student,30,Commercial,13640,11,2,Minivan,yes,0,0,No,0,11,Highly Rural/ Rural
0,,0,56,0,,1336,No,108929,No,M,b_Masters,Manager,18,Private,16140,1,4,Minivan,yes,0,0,No,2,12,Highly Urban/ Urban
0,,1,41,2,13,43704,No,122066,Yes,M,c_Bachelors,Clerical,20,Private,14390,1,1,Minivan,yes,3482,2,No,0,13,Highly Urban/ Urban
0,,0,47,0,12,94523,No,268445,Yes,F,b_Masters,Lawyer,46,Private,7300,7,1,Sports Car,no,0,0,No,0,23,Highly Urban/ Urban
1,2033,0,40,1,11,6947,Yes,131827,No,F,c_Bachelors,Home Maker,41,Commercial,25170,4,2,Panel Truck,yes,6985,2,No,8,8,Highly Urban/ Urban
0,,0,50,0,14,73343,No,254600,Yes,F,d_High School,Manager,60,Private,20010,1,1,Minivan,no,4179,2,No,4,8,Highly Urban/ Urban
0,,0,45,3,12,152563,No,455931,Yes,M,c_Bachelors,Manager,43,Private,19700,3,3,Minivan,yes,0,0,No,0,7,Highly Urban/ Urban
1,2782,0,37,0,11,36217,No,186385,No,F,d_High School,Blue Collar,57,Commercial,28090,1,1,Minivan,no,0,0,Yes,0,1,Highly Urban/ Urban
1,32203,0,46,0,7,50252,No,182910,Yes,M,b_Masters,,63,Commercial,18050,7,1,Van,yes,9351,2,No,5,1,Highly Urban/ Urban
0,,0,45,0,7,18503,No,0,No,M,e_No_High School,Blue Collar,23,Private,3350,6,3,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,,0,43,0,13,36309,No,149226,Yes,F,c_Bachelors,Clerical,23,Private,10140,1,3,Sports Car,no,0,0,No,0,,Highly Rural/ Rural
0,,0,40,2,12,133776,No,374317,Yes,F,d_High School,Blue Collar,29,Private,20720,4,2,Minivan,no,0,0,No,0,5,Highly Urban/ Urban
0,,0,47,0,9,40764,No,158061,Yes,F,a_PhD,Manager,16,Private,11400,1,2,Sports Car,no,0,0,No,1,14,Highly Urban/ Urban
0,,0,43,0,12,80746,No,0,No,M,c_Bachelors,Manager,11,Private,16760,8,1,Minivan,yes,0,0,No,1,1,Highly Urban/ Urban
0,,0,49,0,15,94464,No,313932,Yes,M,a_PhD,,47,Commercial,22300,1,1,Van,no,7016,3,No,0,15,Highly Urban/ Urban
0,,0,50,0,12,727,No,0,No,F,d_High School,Student,62,Commercial,18920,4,1,Minivan,no,0,0,No,4,12,Highly Rural/ Rural
0,,0,54,0,6,73663,No,268990,Yes,M,c_Bachelors,Professional,14,Commercial,41310,7,1,Panel Truck,no,36700,1,Yes,3,5,Highly Urban/ Urban
0,,1,37,2,11,28907,No,162439,Yes,F,d_High School,Clerical,34,Private,4390,10,1,Sports Car,no,4383,3,No,0,1,Highly Urban/ Urban
0,,0,47,0,8,28172,No,175173,Yes,F,d_High School,Home Maker,27,Private,13970,7,2,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,,1,40,1,11,71281,No,208393,Yes,M,c_Bachelors,Blue Collar,43,Commercial,11180,1,1,Pickup,no,0,0,No,1,9,Highly Rural/ Rural
0,,0,55,0,15,81427,No,0,No,F,b_Masters,Lawyer,7,Private,25160,3,2,Minivan,no,30500,2,Yes,3,17,Highly Urban/ Urban
1,6076,1,42,2,14,34084,No,121601,Yes,M,e_No_High School,Clerical,38,Private,4910,1,1,Pickup,no,0,0,No,1,,Highly Urban/ Urban
1,2189,0,45,2,0,0,No,101395,Yes,M,e_No_High School,Home Maker,34,Commercial,16920,10,1,Van,no,10264,3,No,4,1,Highly Urban/ Urban
0,,0,28,0,8,62294,No,177386,No,M,d_High School,Blue Collar,43,Commercial,18370,7,2,Van,yes,0,0,No,1,8,Highly Rural/ Rural
0,,0,46,0,8,73872,No,245878,Yes,F,b_Masters,Lawyer,43,Private,17550,10,3,SUV,no,0,0,No,3,16,Highly Rural/ Rural
1,6524,2,56,2,0,0,Yes,129145,No,F,d_High School,Home Maker,42,Private,7100,1,2,SUV,no,0,0,No,6,9,Highly Urban/ Urban
0,,0,46,0,7,4034,No,,Yes,F,d_High School,Student,40,Commercial,8470,4,2,SUV,no,0,0,No,0,7,Highly Rural/ Rural
0,,2,44,2,16,,Yes,296916,No,F,a_PhD,Manager,28,Private,18180,3,1,Minivan,no,0,0,No,0,15,Highly Urban/ Urban
0,,0,55,0,5,60745,No,233583,Yes,M,c_Bachelors,Manager,15,Private,15320,7,2,Minivan,yes,0,0,No,0,14,Highly Urban/ Urban
0,,1,39,2,14,58154,No,205760,Yes,M,b_Masters,,21,Commercial,25650,11,1,Panel Truck,yes,0,0,No,0,5,Highly Urban/ Urban
0,,1,42,1,9,32797,No,160661,Yes,F,b_Masters,Lawyer,63,Private,21690,1,2,Minivan,no,0,0,No,2,14,Highly Urban/ Urban
0,,0,66,2,0,0,No,148288,Yes,F,a_PhD,Home Maker,45,Private,22240,1,1,Sports Car,no,0,0,No,0,10,Highly Urban/ Urban
0,,0,43,4,11,69651,No,272225,Yes,M,d_High School,Blue Collar,50,Commercial,19210,10,1,Van,yes,0,0,No,0,7,Highly Urban/ Urban
0,,0,46,0,10,76744,No,231484,No,F,c_Bachelors,Blue Collar,62,Private,15300,16,3,SUV,no,0,0,No,0,10,Highly Urban/ Urban
0,,0,49,0,12,23111,No,135834,Yes,F,e_No_High School,Clerical,39,Private,12260,3,2,SUV,no,0,0,No,0,8,Highly Urban/ Urban
1,5485,0,54,0,14,81524,No,,No,M,b_Masters,Lawyer,50,Private,10650,1,1,Pickup,no,0,0,Yes,0,15,Highly Urban/ Urban
1,4539,0,56,0,13,44320,No,166535,Yes,F,c_Bachelors,Clerical,48,Commercial,12160,1,2,Pickup,no,3211,1,No,7,15,Highly Urban/ Urban
0,,0,56,0,13,108027,No,0,No,F,a_PhD,Doctor,14,Private,15000,6,1,SUV,no,0,0,No,1,15,Highly Urban/ Urban
0,,0,52,0,8,83171,No,292802,Yes,F,c_Bachelors,Professional,27,Private,24160,7,1,Minivan,no,0,0,No,0,5,Highly Urban/ Urban
1,3662,0,48,1,10,33332,No,104797,Yes,F,e_No_High School,Clerical,24,Commercial,26710,3,1,Pickup,no,0,0,No,0,7,Highly Urban/ Urban
1,2240,0,44,3,11,70452,Yes,0,No,F,d_High School,Clerical,33,Private,12950,1,1,SUV,no,0,0,Yes,3,1,Highly Urban/ Urban
0,,0,47,0,14,52814,No,217253,Yes,M,d_High School,Blue Collar,20,Commercial,11480,1,1,Pickup,yes,0,0,No,0,11,Highly Rural/ Rural
0,,0,59,0,,1249,No,116783,Yes,F,c_Bachelors,Home Maker,11,Private,7520,1,3,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,35,2,9,103802,No,319590,Yes,F,a_PhD,Manager,30,Private,34270,6,2,Pickup,no,0,0,No,0,17,Highly Urban/ Urban
0,,0,40,0,7,52898,No,0,No,M,c_Bachelors,Manager,30,Private,10790,11,2,Pickup,yes,5399,1,No,7,8,Highly Urban/ Urban
1,2027,0,55,0,15,122070,No,335023,Yes,F,b_Masters,Lawyer,42,Private,18710,4,2,SUV,no,4118,2,No,3,13,Highly Rural/ Rural
0,,0,47,0,14,179696,No,453933,Yes,M,b_Masters,Professional,37,Commercial,32300,18,1,Panel Truck,yes,0,0,No,0,7,Highly Urban/ Urban
0,,0,36,3,12,17663,Yes,134466,No,F,d_High School,Home Maker,61,Private,20020,4,1,SUV,no,0,0,No,0,6,Highly Rural/ Rural
0,,0,53,0,15,73714,No,225278,Yes,M,b_Masters,Lawyer,49,Private,21190,4,2,Van,yes,0,0,No,0,18,Highly Rural/ Rural
1,1870,0,48,0,14,64798,No,231016,Yes,F,d_High School,Blue Collar,37,Commercial,12780,1,1,SUV,no,5244,1,No,5,10,Highly Urban/ Urban
0,,0,42,2,14,66183,No,192396,Yes,F,c_Bachelors,Professional,64,Private,5700,4,2,Sports Car,no,4761,3,No,1,9,Highly Urban/ Urban
0,,0,34,1,9,28698,Yes,0,No,F,d_High School,Clerical,32,Private,10970,1,1,SUV,no,0,0,No,0,4,Highly Rural/ Rural
1,4046,2,41,3,10,24862,Yes,0,No,F,c_Bachelors,Student,26,Private,7790,1,2,Sports Car,no,1055,4,No,2,10,Highly Rural/ Rural
0,,0,48,0,12,128974,No,315897,Yes,F,b_Masters,Lawyer,54,Private,28690,11,2,Pickup,no,0,0,No,4,,Highly Urban/ Urban
1,3649,0,35,0,12,,No,223333,No,M,a_PhD,Manager,61,Private,13230,6,2,Minivan,yes,4292,3,No,4,,Highly Urban/ Urban
1,4052,0,49,0,0,0,No,0,Yes,M,e_No_High School,Student,23,Commercial,11610,10,1,Pickup,no,3996,1,No,5,1,Highly Urban/ Urban
1,3435,0,26,3,13,14822,Yes,,No,F,e_No_High School,Clerical,5,Private,8830,10,1,Sports Car,no,7486,3,No,9,1,Highly Urban/ Urban
1,5475,2,42,2,11,4913,Yes,0,No,F,d_High School,Home Maker,47,Commercial,7130,1,1,Pickup,no,0,0,No,5,1,Highly Urban/ Urban
1,5152,0,43,0,11,79388,No,,Yes,F,c_Bachelors,Blue Collar,33,Commercial,13740,4,1,Minivan,no,0,0,No,2,6,Highly Urban/ Urban
0,,0,49,0,10,45187,No,165265,Yes,M,d_High School,Professional,37,Commercial,32490,1,2,Panel Truck,yes,6534,2,No,0,1,Highly Urban/ Urban
0,,0,52,0,12,75774,No,258868,Yes,M,a_PhD,Doctor,34,Private,20900,9,1,Van,yes,11407,2,No,4,22,Highly Urban/ Urban
0,,0,37,0,9,76100,No,204139,Yes,M,d_High School,Manager,32,Private,19860,4,2,Van,yes,0,0,Yes,0,5,Highly Urban/ Urban
0,,0,47,0,13,55920,No,213697,No,M,d_High School,Blue Collar,46,Commercial,26700,6,3,Panel Truck,yes,0,0,No,1,1,Highly Urban/ Urban
0,,0,34,2,14,51497,No,219049,Yes,F,c_Bachelors,Clerical,51,Private,15230,7,1,SUV,no,0,0,No,0,14,Highly Rural/ Rural
0,,0,38,2,0,0,No,103951,Yes,F,c_Bachelors,Home Maker,25,Private,5300,10,1,Sports Car,no,3987,1,No,2,8,Highly Urban/ Urban
0,,0,42,0,6,48834,No,194280,Yes,M,d_High School,Clerical,37,Private,12720,14,1,Minivan,yes,0,0,No,0,1,Highly Rural/ Rural
1,26699,0,43,2,17,36179,No,121806,Yes,M,d_High School,Blue Collar,35,Commercial,9420,17,2,Pickup,yes,1571,3,No,5,,Highly Urban/ Urban
0,,0,49,0,2,132359,No,341357,Yes,M,b_Masters,,40,Commercial,27910,6,1,Panel Truck,no,3408,1,No,5,15,Highly Urban/ Urban
1,9893,0,46,0,13,57933,No,202659,No,F,b_Masters,Lawyer,7,Private,16620,1,1,SUV,no,0,0,No,0,,Highly Urban/ Urban
0,,0,49,0,9,,No,0,No,M,a_PhD,,31,Commercial,33710,3,1,Panel Truck,no,34351,2,Yes,2,18,Highly Urban/ Urban
0,,0,43,1,14,39140,No,173591,Yes,F,d_High School,Clerical,21,Private,26470,7,1,Pickup,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,46,0,8,66251,No,217701,Yes,F,d_High School,Blue Collar,44,Commercial,25850,1,1,Minivan,no,0,0,No,2,5,Highly Rural/ Rural
0,,0,53,0,14,109437,No,333093,Yes,M,a_PhD,Doctor,59,Private,17740,1,1,Van,yes,0,0,No,0,3,Highly Urban/ Urban
0,,0,41,0,12,70426,No,209877,Yes,F,d_High School,Professional,38,Private,22860,6,2,Minivan,no,0,0,No,0,12,Highly Urban/ Urban
1,1710,0,39,0,10,77591,No,0,No,F,c_Bachelors,Blue Collar,22,Commercial,13160,6,1,SUV,no,24983,2,Yes,4,11,Highly Urban/ Urban
1,2664,0,54,0,0,0,No,0,Yes,F,c_Bachelors,Student,49,Commercial,6900,14,3,SUV,no,0,0,No,0,13,Highly Rural/ Rural
0,,0,38,0,9,81976,No,273051,Yes,M,b_Masters,Manager,19,Private,20680,3,1,Van,yes,0,0,No,0,13,Highly Urban/ Urban
0,,0,29,3,,31850,No,180601,Yes,F,e_No_High School,Blue Collar,52,Private,9430,7,1,SUV,no,0,0,No,0,1,Highly Rural/ Rural
1,3593,0,55,0,0,0,No,68500,Yes,F,c_Bachelors,Home Maker,11,Private,8560,6,3,Sports Car,no,3769,2,No,5,14,Highly Urban/ Urban
0,,0,42,0,10,90937,No,287892,Yes,M,c_Bachelors,Manager,11,Private,1500,4,1,Minivan,yes,943,2,No,0,13,Highly Urban/ Urban
0,,0,50,0,10,68801,No,0,No,M,d_High School,Manager,27,Private,19710,7,1,Van,no,0,0,No,0,1,Highly Urban/ Urban
1,2686,3,44,4,0,0,Yes,0,No,F,d_High School,Student,17,Private,1500,3,1,Sports Car,no,2602,3,No,8,9,Highly Urban/ Urban
0,,0,47,0,,17097,No,116001,Yes,M,e_No_High School,Blue Collar,56,Private,12520,6,1,Minivan,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,42,0,9,50949,No,227129,No,F,c_Bachelors,Clerical,24,Private,10790,3,2,SUV,no,0,0,No,0,9,Highly Urban/ Urban
0,,0,51,0,12,55657,No,204828,Yes,F,c_Bachelors,Clerical,41,Private,20030,9,2,SUV,no,21745,1,Yes,4,8,Highly Rural/ Rural
0,,0,44,0,13,23276,No,109877,Yes,F,d_High School,Clerical,18,Commercial,16000,6,1,Pickup,no,0,0,No,1,1,Highly Rural/ Rural
1,1620,1,42,3,12,106194,Yes,0,No,F,b_Masters,,33,Commercial,18760,6,1,Pickup,no,0,0,No,0,8,Highly Urban/ Urban
0,,0,31,1,0,0,No,0,Yes,F,d_High School,Student,46,Private,2480,1,3,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
1,1748,0,48,0,12,63260,No,0,No,F,d_High School,Blue Collar,7,Commercial,24160,4,2,Minivan,no,7858,2,No,9,1,Highly Urban/ Urban
0,,0,49,0,0,0,No,0,No,M,e_No_High School,Student,90,Private,22920,1,1,Minivan,yes,0,0,No,0,1,Highly Rural/ Rural
0,,0,46,0,10,33333,No,124115,Yes,F,d_High School,Clerical,28,Private,9430,13,1,SUV,no,0,0,No,0,,Highly Rural/ Rural
0,,0,40,0,2,164028,No,0,No,M,b_Masters,Lawyer,5,Private,14800,1,3,Minivan,no,0,0,No,0,10,Highly Urban/ Urban
1,4815,2,59,2,16,109210,No,324059,Yes,F,b_Masters,Manager,32,Commercial,21880,6,1,Pickup,no,6120,2,No,6,18,Highly Urban/ Urban
0,,0,51,0,10,176833,No,458030,Yes,F,a_PhD,Doctor,45,Private,24280,11,1,SUV,no,0,0,No,0,19,Highly Urban/ Urban
1,5110,0,42,0,0,0,No,0,Yes,M,c_Bachelors,Student,13,Commercial,5700,10,1,Pickup,no,0,0,No,5,1,Highly Urban/ Urban
0,,0,50,0,14,62494,No,210162,Yes,M,d_High School,Clerical,14,Private,13760,8,2,Minivan,no,0,0,No,2,1,Highly Rural/ Rural
0,,0,34,4,14,34135,Yes,0,No,F,d_High School,Manager,40,Private,21670,1,1,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,55,0,12,51512,No,0,No,M,c_Bachelors,Clerical,29,Commercial,9160,6,2,Pickup,no,0,0,No,0,4,Highly Rural/ Rural
0,,0,34,1,10,14942,No,95764,Yes,M,e_No_High School,Clerical,12,Commercial,12030,4,1,Pickup,yes,9925,2,No,9,1,Highly Urban/ Urban
0,,0,33,1,9,9530,No,0,Yes,F,d_High School,Student,25,Private,10270,7,2,SUV,no,1108,3,No,5,9,Highly Urban/ Urban
0,,0,44,2,15,,No,186500,Yes,F,e_No_High School,Blue Collar,48,Commercial,10600,17,2,Pickup,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,34,1,11,44572,Yes,,No,F,d_High School,Blue Collar,52,Commercial,9360,4,1,SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
0,,0,48,0,8,78254,No,233959,Yes,F,d_High School,Manager,37,Private,14130,6,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,53,0,14,64915,No,186151,Yes,M,c_Bachelors,Manager,41,Private,21920,1,2,Van,yes,0,0,No,0,,Highly Urban/ Urban
1,5521,0,49,0,7,67258,No,222040,No,M,b_Masters,Lawyer,28,Private,21760,6,2,Van,no,0,0,No,1,10,Highly Urban/ Urban
1,856,0,39,0,10,82598,No,0,No,F,d_High School,Blue Collar,39,Commercial,5600,1,3,SUV,no,0,0,Yes,2,10,Highly Urban/ Urban
0,,0,36,0,9,15493,No,103733,Yes,M,e_No_High School,Clerical,11,Private,17960,12,1,Minivan,yes,1038,2,No,1,6,Highly Urban/ Urban
1,6295,0,41,1,12,46874,Yes,0,No,F,c_Bachelors,Professional,51,Commercial,23560,1,2,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,49,0,12,146639,No,373860,Yes,F,b_Masters,Lawyer,34,Private,21060,6,2,Minivan,no,0,0,No,0,10,Highly Urban/ Urban
1,2299,0,50,0,13,36504,No,209726,No,F,e_No_High School,Blue Collar,35,Private,10150,10,2,SUV,no,10658,1,No,4,3,Highly Urban/ Urban
0,,0,60,0,9,100207,No,320199,No,M,c_Bachelors,Manager,34,Private,1500,10,1,Minivan,no,15403,2,No,0,11,Highly Urban/ Urban
0,,0,43,0,11,1852,No,0,Yes,F,e_No_High School,Student,17,Private,5800,4,2,Sports Car,no,0,0,No,1,7,Highly Rural/ Rural
0,,0,46,0,7,76216,No,0,No,F,b_Masters,Home Maker,56,Commercial,29700,20,2,Pickup,no,35098,1,No,1,19,Highly Urban/ Urban
0,,0,35,0,,16427,No,86902,Yes,F,d_High School,Professional,14,Private,16920,4,1,SUV,no,0,0,No,0,13,Highly Urban/ Urban
1,2149,0,40,1,0,0,Yes,0,No,F,b_Masters,Home Maker,32,Private,2750,3,1,SUV,no,39401,3,Yes,1,10,Highly Urban/ Urban
1,5884,0,34,0,9,31052,No,116137,Yes,F,d_High School,Clerical,63,Private,13700,5,1,SUV,no,0,0,No,2,7,Highly Urban/ Urban
0,,0,50,0,12,138304,No,368049,Yes,F,b_Masters,Lawyer,54,Private,20330,13,1,Minivan,no,0,0,No,0,15,Highly Urban/ Urban
0,,2,44,2,8,152292,Yes,0,No,M,b_Masters,Manager,42,Private,21130,13,3,Minivan,yes,5747,3,No,9,19,Highly Urban/ Urban
0,,0,47,0,14,,No,329502,Yes,M,b_Masters,Lawyer,32,Private,11920,6,1,Minivan,yes,0,0,No,2,1,Highly Urban/ Urban
0,,0,59,0,11,123969,No,347418,Yes,M,b_Masters,,35,Commercial,31540,1,2,Panel Truck,no,0,0,No,1,,Highly Urban/ Urban
0,,1,41,3,16,5316,No,62643,Yes,F,c_Bachelors,Home Maker,30,Private,9160,6,1,SUV,no,0,0,Yes,0,8,Highly Urban/ Urban
1,4772,1,37,2,12,15739,No,138776,Yes,F,d_High School,Home Maker,23,Private,9230,1,2,Sports Car,no,0,0,No,3,6,Highly Urban/ Urban
0,,0,54,0,15,82465,No,256667,No,F,c_Bachelors,Blue Collar,32,Private,18910,21,2,SUV,no,0,0,No,0,11,Highly Rural/ Rural
0,,0,47,0,,167760,No,0,No,M,a_PhD,,23,Commercial,22980,1,1,Panel Truck,yes,0,0,No,0,17,Highly Urban/ Urban
0,,0,41,0,12,17996,No,94434,No,F,d_High School,Home Maker,27,Private,5600,10,2,SUV,no,1391,1,No,1,6,Highly Urban/ Urban
0,,0,60,0,15,76899,No,270631,Yes,M,a_PhD,Doctor,34,Private,7900,4,2,Sports Car,yes,45574,3,Yes,0,14,Highly Urban/ Urban
1,1280,1,42,1,12,14705,Yes,97885,No,F,d_High School,Home Maker,45,Private,11020,4,1,SUV,no,0,0,No,0,5,Highly Urban/ Urban
