,TARGET_CLM_FLAG,TARGET_CLM_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,NPOLICY,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,y_EDU_4,y_EDU_3,y_EDU_2,y_EDU_1,z_PARENT1_Yes,z_MSTATUS_Yes,z_SEX_M,z_CAR_USE_Private,z_CAR_TYPE_Panel Truck,z_CAR_TYPE_Pickup,z_CAR_TYPE_SUV,z_CAR_TYPE_Sports Car,z_CAR_TYPE_Van,z_RED_CAR_yes,z_REVOKED_Yes,z_URBANICITY_Highly Urban/ Urban,z_IMP_JOB_Clerical,z_IMP_JOB_Doctor,z_IMP_JOB_Home Maker,z_IMP_JOB_Lawyer,z_IMP_JOB_MISSING,z_IMP_JOB_Manager,z_IMP_JOB_Professional,z_IMP_JOB_Student,M_AGE,IMP_AGE,M_YOJ,IMP_YOJ,M_INCOME,IMP_INCOME,M_HOME_VAL,IMP_HOME_VAL,M_CAR_AGE,IMP_CAR_AGE
5138,0,,1,36.0,3,10.0,0.0,29,16290,6,1,0,0,0,9.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36.0,0,10.0,0,10632.0,0,0.0,0,9.0
5139,0,,0,33.0,1,13.0,225962.0,27,16830,9,3,0,0,2,15.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.0,0,13.0,0,79606.0,0,225962.0,0,15.0
5140,1,6407.0,0,22.0,1,8.0,0.0,21,10800,10,2,0,0,3,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22.0,0,8.0,0,18632.0,0,0.0,0,1.0
5141,0,,0,44.0,0,11.0,152614.0,11,5700,6,3,525,1,1,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,44.0,0,11.0,0,38988.0,0,152614.0,0,1.0
5142,0,,0,45.0,0,11.0,276390.0,11,14060,1,1,0,0,0,9.0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,45.0,0,11.0,1,83230.0,0,276390.0,0,9.0
5143,0,,0,45.0,3,,449329.0,8,6200,1,2,0,0,3,13.0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,45.0,1,11.0,0,191579.0,0,449329.0,0,13.0
5144,0,,0,63.0,0,,0.0,39,14190,6,1,3088,1,4,21.0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,63.0,1,11.0,0,93590.0,0,0.0,0,21.0
5145,0,,0,46.0,0,10.0,343846.0,23,1500,6,1,0,0,0,17.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,46.0,0,10.0,0,111343.0,0,343846.0,0,17.0
5146,0,,0,48.0,0,10.0,198193.0,42,6640,7,1,0,0,0,1.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,48.0,0,10.0,0,48837.0,0,198193.0,0,1.0
5147,1,1299.0,0,61.0,0,17.0,158142.0,16,11060,1,2,30023,3,5,6.0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,61.0,0,17.0,0,25525.0,0,158142.0,0,6.0
5148,1,3894.0,0,39.0,0,12.0,169721.0,12,1500,6,1,0,0,0,7.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,39.0,0,12.0,0,32936.0,0,169721.0,0,7.0
5149,0,,0,46.0,0,11.0,210725.0,25,16870,9,3,0,0,1,8.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.0,0,11.0,0,80183.0,0,210725.0,0,8.0
5150,0,,0,38.0,0,9.0,148848.0,27,14410,1,1,0,0,2,6.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38.0,0,9.0,0,30483.0,0,148848.0,0,6.0
5151,1,3282.0,0,30.0,2,12.0,0.0,43,26520,7,1,0,0,0,13.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,30.0,0,12.0,0,106722.0,0,0.0,0,13.0
5152,0,,1,38.0,4,16.0,0.0,15,24740,1,1,9245,3,3,15.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38.0,0,16.0,0,12717.0,0,0.0,0,15.0
5153,1,6535.0,0,50.0,0,6.0,0.0,36,24950,5,1,4997,3,7,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,0,6.0,0,55230.0,0,0.0,0,6.0
5154,0,,0,57.0,0,12.0,376318.0,36,25410,1,2,7441,4,2,10.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57.0,0,12.0,0,147971.0,0,376318.0,0,10.0
5155,1,3419.0,0,33.0,2,14.0,0.0,51,4600,1,3,1794,2,0,6.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.0,0,14.0,0,82407.0,0,0.0,0,6.0
5156,0,,0,55.0,0,13.0,0.0,28,25700,4,2,7155,1,4,12.0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,55.0,0,13.0,0,30799.0,0,0.0,0,12.0
5157,1,5275.0,0,59.0,0,13.0,187263.0,42,16210,4,1,4733,3,11,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59.0,0,13.0,0,63969.0,0,187263.0,0,1.0
5158,0,,0,41.0,0,,212215.0,28,10510,10,2,7010,1,0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.0,1,11.0,0,49094.0,0,212215.0,0,1.0
5159,0,,0,52.0,0,14.0,227552.0,16,26410,9,2,0,0,0,17.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,52.0,0,14.0,0,86469.0,0,227552.0,0,17.0
5160,0,,0,51.0,0,12.0,350398.0,28,12880,4,2,0,0,3,10.0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,51.0,0,12.0,0,118821.0,0,350398.0,0,10.0
5161,0,,0,55.0,0,15.0,133408.0,142,8950,4,1,0,0,1,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.0,0,15.0,0,19532.0,0,133408.0,0,1.0
5162,0,,0,49.0,0,16.0,198019.0,5,6400,4,2,0,0,3,11.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,49.0,0,16.0,0,70497.0,0,198019.0,0,11.0
5163,0,,0,49.0,0,13.0,0.0,31,19080,1,1,6563,3,2,12.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,49.0,0,13.0,0,126820.0,0,0.0,0,12.0
5164,0,,0,46.0,0,10.0,306540.0,40,16080,13,2,0,0,0,7.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46.0,0,10.0,0,104990.0,0,306540.0,0,7.0
5165,0,,1,41.0,3,0.0,83306.0,50,10570,6,2,0,0,0,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.0,0,0.0,0,0.0,0,83306.0,0,1.0
5166,0,,0,34.0,1,7.0,157612.0,61,28300,10,1,8990,5,1,9.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34.0,0,7.0,0,45085.0,0,157612.0,0,9.0
5167,0,,0,60.0,0,13.0,232281.0,53,27620,6,1,5639,1,0,14.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,60.0,0,13.0,0,57389.0,0,232281.0,0,14.0
5168,0,,0,31.0,1,9.0,148093.0,57,8550,6,2,0,0,0,9.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,31.0,0,9.0,0,39456.0,0,148093.0,0,9.0
5169,0,,0,44.0,0,0.0,155196.0,14,8130,7,1,0,0,2,14.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,44.0,0,0.0,0,22288.0,0,155196.0,0,14.0
5170,0,,0,47.0,0,0.0,134127.0,28,5710,6,1,4036,1,4,13.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,47.0,0,0.0,0,0.0,0,134127.0,0,13.0
5171,0,,0,49.0,0,0.0,124751.0,63,8420,7,1,3721,2,2,12.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,49.0,0,0.0,0,0.0,0,124751.0,0,12.0
5172,0,,0,50.0,0,12.0,0.0,35,27010,1,1,4235,2,7,19.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,50.0,0,12.0,0,108224.0,0,0.0,0,19.0
5173,0,,0,44.0,0,8.0,377122.0,20,22000,3,1,0,0,3,15.0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,44.0,0,8.0,0,148701.0,0,377122.0,0,15.0
5174,0,,0,45.0,0,12.0,0.0,67,17460,1,3,0,0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,45.0,0,12.0,0,63357.0,0,0.0,0,1.0
5175,0,,0,37.0,2,0.0,0.0,43,5200,6,1,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.0,0,0.0,1,776.0,0,0.0,0,1.0
5176,0,,0,45.0,0,7.0,,36,25860,6,1,0,0,0,9.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0,0,7.0,0,31127.0,1,160661.0,0,9.0
5177,1,1645.0,0,57.0,0,10.0,0.0,40,20590,1,3,0,0,5,13.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57.0,0,10.0,0,216985.0,0,0.0,0,13.0
5178,0,,0,63.0,0,15.0,195693.0,30,23750,5,2,0,0,4,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,63.0,0,15.0,0,32824.0,0,195693.0,1,8.0
5179,0,,0,46.0,0,14.0,347068.0,29,18640,1,2,0,0,2,17.0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,46.0,0,14.0,0,125379.0,0,347068.0,0,17.0
5180,1,5853.0,0,38.0,2,14.0,0.0,49,13200,7,1,0,0,6,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,38.0,0,14.0,0,25570.0,0,0.0,0,1.0
5181,0,,1,40.0,3,14.0,146180.0,23,20990,4,2,0,0,0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,40.0,0,14.0,0,33150.0,0,146180.0,0,1.0
5182,0,,0,44.0,4,0.0,100846.0,36,1500,4,3,9637,1,0,13.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,44.0,0,0.0,0,0.0,0,100846.0,0,13.0
5183,0,,0,36.0,2,11.0,0.0,39,2850,13,1,1468,1,5,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,36.0,0,11.0,0,13509.0,0,0.0,0,1.0
5184,0,,0,48.0,0,10.0,135271.0,42,10630,10,1,0,0,1,11.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.0,0,10.0,0,43283.0,0,135271.0,0,11.0
5185,0,,1,39.0,1,11.0,,10,11280,7,1,8835,2,1,1.0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,39.0,0,11.0,0,97766.0,1,160661.0,0,1.0
5186,0,,0,32.0,0,7.0,0.0,32,11180,7,1,5924,1,1,11.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32.0,0,7.0,0,85402.0,0,0.0,0,11.0
5187,0,,0,56.0,0,12.0,164891.0,7,20170,1,1,0,0,1,,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,56.0,0,12.0,0,42267.0,0,164891.0,1,8.0
5188,1,34302.0,2,39.0,2,13.0,301965.0,50,14600,1,3,6627,3,2,1.0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,39.0,0,13.0,0,92000.0,0,301965.0,0,1.0
5189,0,,0,51.0,0,14.0,288266.0,32,10460,1,1,21581,2,0,8.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,51.0,0,14.0,0,89606.0,0,288266.0,0,8.0
5190,1,3043.0,0,47.0,0,7.0,,27,6200,4,1,2849,2,3,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,47.0,0,7.0,0,30229.0,1,160661.0,0,7.0
5191,0,,0,41.0,0,3.0,0.0,36,6240,1,3,0,0,0,21.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,41.0,0,3.0,0,85545.0,0,0.0,0,21.0
5192,1,73783.0,0,37.0,0,7.0,0.0,32,21460,3,4,0,0,0,7.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37.0,0,7.0,0,61790.0,0,0.0,0,7.0
5193,0,,0,48.0,0,11.0,223445.0,46,14130,1,1,7517,2,6,17.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,48.0,0,11.0,0,78323.0,0,223445.0,0,17.0
5194,0,,0,56.0,0,12.0,,18,13350,3,2,0,0,0,8.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,56.0,0,12.0,0,62483.0,1,160661.0,0,8.0
5195,0,,0,53.0,0,11.0,291779.0,14,9940,4,2,39710,1,0,,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,53.0,0,11.0,0,84435.0,0,291779.0,1,8.0
5196,0,,0,51.0,0,11.0,400399.0,12,21220,7,2,0,0,0,9.0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,51.0,0,11.0,0,139745.0,0,400399.0,0,9.0
5197,1,5610.0,0,38.0,0,14.0,241191.0,44,10310,21,1,6384,2,5,12.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,38.0,0,14.0,0,50104.0,0,241191.0,0,12.0
5198,1,2313.0,1,56.0,1,17.0,331977.0,34,29700,10,3,7238,2,0,8.0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,56.0,0,17.0,0,97670.0,0,331977.0,0,8.0
5199,0,,0,47.0,0,10.0,348862.0,49,6200,4,1,0,0,0,20.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,47.0,0,10.0,0,148168.0,0,348862.0,0,20.0
5200,0,,0,47.0,0,14.0,276241.0,48,21320,1,1,0,0,0,13.0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,47.0,0,14.0,1,78589.0,0,276241.0,0,13.0
5201,0,,0,41.0,0,11.0,77718.0,10,7960,1,1,0,0,0,3.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,41.0,0,11.0,0,23649.0,0,77718.0,0,3.0
5202,1,3964.0,0,34.0,3,8.0,143574.0,50,25040,1,2,0,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0,0,8.0,0,47689.0,0,143574.0,0,1.0
5203,1,6719.0,0,46.0,0,12.0,104389.0,26,7240,10,1,26181,1,2,5.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,46.0,0,12.0,0,11363.0,0,104389.0,0,5.0
5204,0,,0,47.0,0,0.0,0.0,5,6200,11,2,5479,1,0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,47.0,0,0.0,0,0.0,0,0.0,1,8.0
5205,1,5586.0,0,34.0,2,0.0,0.0,39,15890,1,1,4631,1,0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,34.0,0,0.0,0,0.0,0,0.0,0,1.0
5206,0,,0,46.0,0,10.0,0.0,39,27130,6,1,6939,3,0,21.0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,46.0,0,10.0,0,44574.0,0,0.0,0,21.0
5207,1,9543.0,0,55.0,0,12.0,237604.0,39,9310,1,1,0,0,0,14.0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,55.0,0,12.0,0,62924.0,0,237604.0,0,14.0
5208,0,,0,30.0,0,12.0,139826.0,18,13320,4,1,0,0,1,12.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.0,0,12.0,0,57771.0,0,139826.0,0,12.0
5209,0,,0,50.0,0,12.0,0.0,47,28370,14,1,4558,2,8,15.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.0,0,12.0,0,218705.0,0,0.0,0,15.0
5210,1,4380.0,0,42.0,0,10.0,208811.0,48,10020,13,2,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42.0,0,10.0,0,43174.0,0,208811.0,0,1.0
5211,1,991.0,3,43.0,3,0.0,0.0,47,5800,3,4,5820,3,6,1.0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,43.0,0,0.0,0,0.0,0,0.0,0,1.0
5212,0,,0,46.0,0,15.0,188189.0,35,14450,7,3,0,0,0,8.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,46.0,0,15.0,0,62565.0,0,188189.0,0,8.0
5213,0,,0,56.0,2,,213596.0,43,27640,1,3,0,0,0,11.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,1,11.0,0,60286.0,0,213596.0,0,11.0
5214,0,,0,59.0,0,9.0,,5,17780,18,2,0,0,0,17.0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,59.0,0,9.0,0,98537.0,1,160661.0,0,17.0
5215,1,3982.0,0,48.0,0,13.0,202657.0,42,22930,3,1,0,0,0,17.0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,48.0,0,13.0,0,64049.0,0,202657.0,0,17.0
5216,0,,0,36.0,1,13.0,145803.0,69,30370,17,2,5872,2,3,1.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36.0,0,13.0,1,30799.0,0,145803.0,0,1.0
5217,0,,0,46.0,0,8.0,174401.0,30,7870,1,2,0,0,0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.0,0,8.0,0,51822.0,0,174401.0,0,1.0
5218,0,,0,47.0,0,12.0,482747.0,39,28200,7,1,0,0,0,8.0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,47.0,0,12.0,0,190455.0,0,482747.0,0,8.0
5219,1,3858.0,0,46.0,0,8.0,188804.0,35,13660,4,2,0,0,3,14.0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,46.0,0,8.0,0,75614.0,0,188804.0,0,14.0
5220,1,1043.0,0,43.0,1,0.0,0.0,27,7770,1,1,32562,1,6,5.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0,0,0.0,0,0.0,0,0.0,0,5.0
5221,0,,0,61.0,0,14.0,229815.0,57,15410,10,1,3380,3,9,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.0,0,14.0,0,78094.0,0,229815.0,0,1.0
5222,0,,0,35.0,0,5.0,128411.0,45,7860,4,1,4632,1,3,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,35.0,0,5.0,0,28551.0,0,128411.0,0,1.0
5223,1,3491.0,0,35.0,2,,0.0,39,23100,6,2,0,0,2,9.0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,35.0,1,11.0,0,66452.0,0,0.0,0,9.0
5224,0,,0,59.0,0,10.0,0.0,84,6740,6,1,4535,1,5,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,59.0,0,10.0,0,52356.0,0,0.0,0,7.0
5225,0,,1,39.0,1,12.0,223484.0,55,46990,14,2,0,0,0,9.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,0,12.0,0,70673.0,0,223484.0,0,9.0
5226,0,,0,48.0,0,5.0,239962.0,27,9730,7,2,0,0,1,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.0,0,5.0,0,78374.0,0,239962.0,0,1.0
5227,0,,0,53.0,0,15.0,267509.0,50,10330,10,1,6550,4,2,9.0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53.0,0,15.0,0,74295.0,0,267509.0,0,9.0
5228,1,937.0,0,45.0,0,12.0,201430.0,54,14060,11,1,0,0,3,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0,0,12.0,0,56828.0,0,201430.0,0,9.0
5229,1,19970.0,0,31.0,1,9.0,239711.0,12,37720,6,1,0,0,5,1.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31.0,0,9.0,0,83316.0,0,239711.0,0,1.0
5230,0,,1,46.0,0,10.0,236725.0,56,13770,13,4,0,0,2,7.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.0,0,10.0,0,84667.0,0,236725.0,0,7.0
5231,0,,0,60.0,0,13.0,0.0,17,12520,3,2,20667,2,1,13.0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,60.0,0,13.0,0,38395.0,0,0.0,0,13.0
5232,1,3161.0,0,33.0,4,15.0,0.0,21,9710,10,1,0,0,2,13.0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33.0,0,15.0,0,37793.0,0,0.0,0,13.0
5233,0,,0,42.0,0,13.0,281200.0,64,11090,4,2,0,0,1,22.0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,42.0,0,13.0,0,129274.0,0,281200.0,0,22.0
5234,0,,0,41.0,0,8.0,306407.0,31,26890,6,3,0,0,0,8.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,41.0,0,8.0,0,95166.0,0,306407.0,0,8.0
5235,0,,0,29.0,1,12.0,121949.0,41,8780,6,2,0,0,0,1.0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29.0,0,12.0,0,45114.0,0,121949.0,0,1.0
5236,1,5632.0,0,31.0,2,7.0,180045.0,39,26220,4,2,9960,2,4,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.0,0,7.0,0,41196.0,0,180045.0,0,1.0
5237,1,1487.0,0,47.0,0,8.0,0.0,50,16710,10,4,8490,3,0,10.0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,47.0,0,8.0,0,90940.0,0,0.0,0,10.0
5238,0,,0,44.0,0,7.0,197831.0,16,12780,1,1,0,0,0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,7.0,0,68820.0,0,197831.0,0,1.0
5239,0,,1,63.0,1,14.0,209787.0,39,14730,9,2,0,0,0,11.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.0,0,14.0,0,69277.0,0,209787.0,0,11.0
5240,0,,0,47.0,0,16.0,385981.0,21,19400,1,1,0,0,1,11.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,47.0,0,16.0,0,131985.0,0,385981.0,0,11.0
5241,0,,0,40.0,0,11.0,100892.0,14,9510,6,3,3961,2,0,6.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,40.0,0,11.0,0,24189.0,0,100892.0,0,6.0
5242,1,2360.0,1,43.0,1,10.0,338327.0,35,1500,1,1,0,0,1,15.0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,43.0,0,10.0,0,119341.0,0,338327.0,0,15.0
5243,1,2895.0,0,63.0,2,13.0,0.0,30,14170,3,2,2629,1,0,12.0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,63.0,0,13.0,0,63695.0,0,0.0,0,12.0
5244,0,,0,55.0,0,13.0,210698.0,32,12950,1,2,677,2,4,5.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55.0,0,13.0,0,59543.0,0,210698.0,0,5.0
5245,1,8420.0,2,61.0,3,14.0,0.0,34,37510,6,1,0,0,0,12.0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,61.0,0,14.0,0,108990.0,0,0.0,0,12.0
5246,0,,0,49.0,0,16.0,204460.0,7,18650,7,4,0,0,1,5.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,49.0,0,16.0,0,45807.0,0,204460.0,0,5.0
